cod_loc,localidad,estado,barriocomu,cod_polbar,objectid
11.0,,SIN LEGALIZAR,El Ocal II Sector,110177.0,1559
19.0,Ciudad BolÃ­var,LEGALIZADO,Lucero Sur Bajo,190123.0,1564
19.0,Ciudad BolÃ­var,LEGALIZADO,Urb. Casa Larga,190287.0,1566
7.0,Bosa,LEGALIZADO,El Regalo II,70094.0,1569
7.0,Bosa,LEGALIZADO,El Porvenir Parcela 23,70080.0,1572
7.0,Bosa,LEGALIZADO,El Porvenir San LuÃ­s,70082.0,1576
7.0,Bosa,LEGALIZADO,La_Estanzuela,70153.0,1578
7.0,Bosa,LEGALIZADO,La Libertad IV Etapa,70164.0,1581
11.0,,SIN LEGALIZAR,San JosÃ© del Prado - Urb. La Manuelita,110579.0,1583
7.0,Bosa,LEGALIZADO,San Diego La Paz IV Sector,70292.0,1584
7.0,Bosa,LEGALIZADO,Villa Nora III,70365.0,1590
7.0,Bosa,LEGALIZADO,La Libertad Sector Magnolia,70165.0,1592
7.0,Bosa,LEGALIZADO,La Magnolia II,70166.0,1593
7.0,Bosa,SIN LEGALIZAR,S.C Escocia Rural,70245.0,1594
7.0,Bosa,LEGALIZADO,San LuÃ­s I y II,70309.0,1595
7.0,Bosa,LEGALIZADO,El Diamante,70061.0,1596
7.0,Bosa,LEGALIZADO,Naranjos El Retazo,70203.0,1597
7.0,Bosa,SIN LEGALIZAR,Piamonte II Sector,70223.0,1598
7.0,Bosa,SIN LEGALIZAR,S.C. La Paz Bosa,70258.0,1600
7.0,Bosa,SIN LEGALIZAR,SC. La Paz Bosa,70259.0,1605
7.0,Bosa,SIN LEGALIZAR,S.C. Gran Britalia,70246.0,1606
7.0,Bosa,SIN LEGALIZAR,S.C. Argelia II,70231.0,1607
7.0,Bosa,LEGALIZADO,El Llano de Bosa,70068.0,1611
7.0,Bosa,SIN LEGALIZAR,S.C. El Danubio Azul,70239.0,1613
7.0,Bosa,LEGALIZADO,Brasil II Sector,70022.0,1615
7.0,Bosa,LEGALIZADO,La Vega De San Bernardino Bajo,70184.0,1616
7.0,Bosa,LEGALIZADO,El Triunfo_,70101.0,1617
7.0,Bosa,LEGALIZADO,Brasilia La EstaciÃ³n,70034.0,1619
7.0,Bosa,LEGALIZADO,Las Margaritas_,70188.0,1621
11.0,,SIN LEGALIZAR,La Arboleda I Sector,110264.0,1622
7.0,Bosa,LEGALIZADO,San Pablo II Sector,70314.0,1624
7.0,Bosa,LEGALIZADO,Nueva Granada,70215.0,1626
7.0,Bosa,LEGALIZADO,El Recuerdo San Bernardino,70092.0,1629
8.0,Kennedy,LEGALIZADO,Patio Bonito I Sector,80218.0,1146
8.0,Kennedy,LEGALIZADO,Ciudad GalÃ¡n,80056.0,1148
8.0,Kennedy,SIN LEGALIZAR,Fe y AlegrÃ­a,80124.0,1173
8.0,Kennedy,LEGALIZADO,Villa Clemencia Sector Tierra Grata,80305.0,1180
8.0,Kennedy,LEGALIZADO,Vegas de Santa Ana,80293.0,1182
8.0,Kennedy,SIN LEGALIZAR,AlquerÃ­a de la Fragua Urb. Sinaloa,80006.0,1189
19.0,Ciudad BolÃ­var,LEGALIZADO,Naciones Unidas Santa Rosa,190139.0,1390
11.0,,SIN LEGALIZAR,Bosque de Gratamira I y II,110048.0,1396
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C. Los Alpes Sur,190184.0,1399
19.0,Ciudad BolÃ­var,LEGALIZADO,La_Alameda,190089.0,1400
19.0,Ciudad BolÃ­var,LEGALIZADO,MÃ©xico III Sector,190131.0,1403
19.0,Ciudad BolÃ­var,LEGALIZADO,Marandu_,190126.0,1411
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C La Alameda,190179.0,1416
19.0,Ciudad BolÃ­var,LEGALIZADO,La Esmeralda Sur,190097.0,1418
19.0,Ciudad BolÃ­var,LEGALIZADO,Maria Cano,190127.0,1419
19.0,Ciudad BolÃ­var,LEGALIZADO,San Isidro Sector Carboneras,190215.0,1421
10.0,EngativÃ¡,SIN LEGALIZAR,Urb. Pinar de los Ãlamos,100279.0,1425
8.0,Kennedy,LEGALIZADO,Castilla,80047.0,1175
8.0,Kennedy,LEGALIZADO,Nueva Esperanza,80200.0,1177
8.0,Kennedy,LEGALIZADO,Villa Elvira,80311.0,1178
8.0,Kennedy,SIN LEGALIZAR,S.C. Delicias,80238.0,1184
8.0,Kennedy,LEGALIZADO,El Progreso II Sector,80106.0,1185
8.0,Kennedy,LEGALIZADO,Villa Nueva,80323.0,1186
7.0,Bosa,SIN LEGALIZAR,La ArmonÃ­a,70131.0,1191
8.0,Kennedy,SIN LEGALIZAR,Milenta_,80190.0,1194
8.0,Kennedy,LEGALIZADO,El Progreso_,80103.0,1197
8.0,Kennedy,LEGALIZADO,Catalina II,80052.0,1200
8.0,Kennedy,SIN LEGALIZAR,Urb. Industrial las Delicias,80286.0,1216
9.0,FontibÃ³n,SIN LEGALIZAR,Urb. CapellanÃ­a,90143.0,1225
8.0,Kennedy,SIN LEGALIZAR,Urb. Kennedy Supermanzana 2,80287.0,1230
8.0,Kennedy,LEGALIZADO,Pastrana,80215.0,1233
8.0,Kennedy,SIN LEGALIZAR,Ciudad Kennedy Supermanzana 1,80068.0,1243
8.0,Kennedy,SIN LEGALIZAR,Ciudad Kennedy Oriental Supermanzana 6,80066.0,1251
8.0,Kennedy,LEGALIZADO,Las Americas_,80166.0,1265
8.0,Kennedy,SIN LEGALIZAR,Americas Occidental II,80013.0,1266
8.0,Kennedy,SIN LEGALIZAR,Americas Occidental IV Etapa,80014.0,1267
8.0,Kennedy,SIN LEGALIZAR,Americas Occidental,80012.0,1268
8.0,Kennedy,SIN LEGALIZAR,Villa Claudia,80302.0,1269
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C. Quiba Alto,190195.0,1276
8.0,Kennedy,,Tierra Buena I,80349.0,1282
8.0,Kennedy,CURA,Urbanizacion  El Porvenir Predio Tintalito Mazuera Uno,80344.0,1283
8.0,Kennedy,URBA,Quintas de Timiza,80345.0,1286
8.0,Kennedy,URBA,El Caracol,80341.0,1287
8.0,Kennedy,,Altos de Ipanema,80363.0,1289
8.0,Kennedy,,Tierra Buena Reservado I,80365.0,1291
8.0,Kennedy,,Tierra Buena I Conjunto Residencial,80351.0,1297
8.0,Kennedy,SIN LEGALIZAR,Los Pantanos,80181.0,1298
8.0,Kennedy,,Sabanas de Tierra Buena I,80361.0,1308
11.0,,SIN LEGALIZAR,S.C. Nueva Tibabuyes,110522.0,1315
19.0,Ciudad BolÃ­var,LEGALIZADO,Acacias Sur,190003.0,1319
19.0,Ciudad BolÃ­var,LEGALIZADO,Juan JosÃ© Rondon_,190086.0,1323
19.0,Ciudad BolÃ­var,LEGALIZADO,San Francisco I Sector,190210.0,1327
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C. Pasquillita,190190.0,1334
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Villa Rosa,190265.0,1358
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Urb. La Llanada,190254.0,1365
7.0,Bosa,LEGALIZADO,Azucena,70013.0,1719
7.0,Bosa,SIN LEGALIZAR,Urb. Ana Maria,70331.0,1720
7.0,Bosa,SIN LEGALIZAR,S.C. San Bernardino XVI,70274.0,1730
7.0,Bosa,SIN LEGALIZAR,S.C. San Bernardino XIX,70273.0,1731
7.0,Bosa,SIN LEGALIZAR,S.C. San Bernardino XXII,70277.0,1734
7.0,Bosa,LEGALIZADO,La Independencia,70159.0,1741
11.0,,LEGALIZADO,La_Esmeralda,110278.0,1745
7.0,Bosa,LEGALIZADO,San Bernardino,70287.0,1751
7.0,Bosa,LEGALIZADO,El Bosque de Bosa,70058.0,1757
7.0,Bosa,LEGALIZADO,Argelia_II,70011.0,1765
7.0,Bosa,LEGALIZADO,La Maria_,70167.0,1768
7.0,Bosa,SIN LEGALIZAR,S.C. JimÃ©nez de Quesada,70252.0,1771
7.0,Bosa,SIN LEGALIZAR,S.C JimÃ©nez de Quesada,70125.0,1774
7.0,Bosa,SIN LEGALIZAR,S.C. Jacqueline,70251.0,1783
19.0,Ciudad BolÃ­var,LEGALIZADO,JerusalÃ©n,190081.0,1369
19.0,Ciudad BolÃ­var,LEGALIZADO,El Tesorito,190066.0,1372
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Mirador de San Marcos,190135.0,1373
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,San JoaquÃ­n Costa Azul,190219.0,1375
19.0,Ciudad BolÃ­var,LEGALIZADO,Urb. Alfa,190242.0,1392
19.0,Ciudad BolÃ­var,LEGALIZADO,Los Alpes,190114.0,1398
19.0,Ciudad BolÃ­var,LEGALIZADO,Ciudad Milagro,190038.0,1406
19.0,Ciudad BolÃ­var,LEGALIZADO,El Porvenir Zona C,190061.0,1409
19.0,Ciudad BolÃ­var,LEGALIZADO,Brazuelos Santo Domingo,190022.0,1414
19.0,Ciudad BolÃ­var,LEGALIZADO,San Rafael Sur,190226.0,1415
19.0,Ciudad BolÃ­var,LEGALIZADO,San Fernando,190209.0,1432
19.0,Ciudad BolÃ­var,LEGALIZADO,Colmena III,190039.0,1433
19.0,Ciudad BolÃ­var,LEGALIZADO,La Estancia,190098.0,1439
11.0,,SIN LEGALIZAR,Urb. El AlcÃ¡zar de Suba,110694.0,1442
4.0,San CristÃ³bal,SIN LEGALIZAR,Urb. Carrera 10a,40026.0,1445
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,El Verbenal,190276.0,1446
19.0,Ciudad BolÃ­var,LEGALIZADO,El Recuerdo Sur,190062.0,1447
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Urb. Mirador del Rey,190286.0,1454
19.0,Ciudad BolÃ­var,LEGALIZADO,Vista Hermosa Sector Capri,190271.0,1457
19.0,Ciudad BolÃ­var,LEGALIZADO,Las Manitas II Sector,190112.0,1458
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Urb. Las Quintas,190256.0,1460
19.0,Ciudad BolÃ­var,LEGALIZADO,Ãlvaro Bernal Segura,190006.0,1461
19.0,Ciudad BolÃ­var,LEGALIZADO,Mirador Nutivara,190136.0,1463
11.0,,LEGALIZADO,El Pino,110187.0,1474
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C. Arabia,190156.0,1480
19.0,Ciudad BolÃ­var,LEGALIZADO,Los Duques,190116.0,1481
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,La Riviera del Sur,190255.0,1490
19.0,Ciudad BolÃ­var,LEGALIZADO,MillÃ¡n los Sauces,190132.0,1492
19.0,Ciudad BolÃ­var,LEGALIZADO,RincÃ³n de la Estancia,190153.0,1498
19.0,Ciudad BolÃ­var,LEGALIZADO,San Antonio Mirador,190207.0,1506
19.0,Ciudad BolÃ­var,LEGALIZADO,La Carbonera II,190093.0,1507
19.0,Ciudad BolÃ­var,LEGALIZADO,BogotÃ¡ Sur La Esperanza,190020.0,1509
19.0,Ciudad BolÃ­var,LEGALIZADO,El Porvenir II Etapa,190060.0,1514
19.0,Ciudad BolÃ­var,LEGALIZADO,Casa Loma,190034.0,1517
19.0,Ciudad BolÃ­var,LEGALIZADO,El Porvenir de la Estancia,190059.0,1519
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Urb. Calabria,190246.0,1520
19.0,Ciudad BolÃ­var,LEGALIZADO,Mirador de la Estancia,190133.0,1521
2.0,Chapinero,SIN LEGALIZAR,S.C. Marly,20081.0,2989
7.0,Bosa,SIN LEGALIZAR,S.C. Parcela El Porvenir,70267.0,1726
11.0,,LEGALIZADO,La Manuelita,110295.0,1735
11.0,,SIN LEGALIZAR,San JosÃ© del Prado - Villa Gorda,110580.0,1739
11.0,,SIN LEGALIZAR,Urb. Solar I,110771.0,1746
7.0,Bosa,LEGALIZADO,Xochimilco,70372.0,1767
7.0,Bosa,LEGALIZADO,Argelia II_,70012.0,1769
7.0,Bosa,SIN LEGALIZAR,S.C. Bosa,70233.0,1773
7.0,Bosa,LEGALIZADO,La Portada II,70175.0,1789
7.0,Bosa,LEGALIZADO,La Fontana I y II,70156.0,1797
7.0,Bosa,LEGALIZADO,San Pedro,70315.0,1798
7.0,Bosa,LEGALIZADO,Danubio,70051.0,1818
7.0,Bosa,LEGALIZADO,La_Arboleda,70130.0,1820
7.0,Bosa,LEGALIZADO,Santa Fe III Sector,70323.0,1828
7.0,Bosa,LEGALIZADO,La Veguita,70185.0,1838
7.0,Bosa,SIN LEGALIZAR,San JosÃ© II_Sector,70305.0,1842
11.0,,SIN LEGALIZAR,El JordÃ¡n La Esperanza 2,110169.0,1849
11.0,,SIN LEGALIZAR,Niza Suba - Urb. BalcÃ³n del Lindaraja,110376.0,1850
7.0,Bosa,SIN LEGALIZAR,Urb. Llano Oriental,70342.0,1854
7.0,Bosa,LEGALIZADO,La Veguita II,70186.0,1865
7.0,Bosa,LEGALIZADO,San Pablo I Sector,70313.0,1873
7.0,Bosa,LEGALIZADO,Chicala_,70046.0,1875
7.0,Bosa,LEGALIZADO,San Pedro Sector C,70320.0,1881
7.0,Bosa,LEGALIZADO,La Esperanza de Tibanica,70147.0,1888
7.0,Bosa,LEGALIZADO,La Primavera_,70178.0,1889
7.0,Bosa,LEGALIZADO,La Palestina I,70168.0,1892
7.0,Bosa,LEGALIZADO,Islandia III,70123.0,1901
7.0,Bosa,LEGALIZADO,El JardÃ­n,70062.0,1909
7.0,Bosa,SIN LEGALIZAR,RincÃ³n de San JosÃ©,70373.0,1921
7.0,Bosa,LEGALIZADO,Villa del RÃ­o,70355.0,1923
7.0,Bosa,SIN LEGALIZAR,S.C. San Bernardino II,70271.0,1924
7.0,Bosa,SIN LEGALIZAR,S.C. San Bernardino XVI,70274.0,1926
7.0,Bosa,SIN LEGALIZAR,El Portal del Sol,70390.0,1936
7.0,Bosa,LEGALIZADO,Kalamary IV,70393.0,1940
11.0,,SIN LEGALIZAR,El Tirol,110214.0,1952
11.0,,SIN LEGALIZAR,La Posada,110304.0,1955
11.0,,SIN LEGALIZAR,Mirador de Suba y Bellavista,110358.0,1956
11.0,,SIN LEGALIZAR,La Alborada,110259.0,1959
11.0,,SIN LEGALIZAR,Urb. La Floresta IV Sector,110721.0,1961
11.0,,SIN LEGALIZAR,Torremolinos_,110645.0,1964
11.0,,SIN LEGALIZAR,Urb. El PÃ³rtico y Los Remansos,110703.0,1970
11.0,,SIN LEGALIZAR,Urb. Monticello,110744.0,1980
11.0,,SIN LEGALIZAR,Cinco Esquinas,110120.0,1981
11.0,,SIN LEGALIZAR,La Concordia (Lote),110275.0,1995
11.0,,SIN LEGALIZAR,Iberia - Granada,110238.0,2008
11.0,,LEGALIZADO,Britalia Las Margaritas,110059.0,2013
11.0,,SIN LEGALIZAR,Britalia - El Tibon Albacete,110055.0,2014
11.0,,SIN LEGALIZAR,Urb. Andino,110068.0,2023
11.0,,SIN LEGALIZAR,El AlcÃ¡zar,110144.0,2024
11.0,,LEGALIZADO,El Delirio,110160.0,2031
11.0,,SIN LEGALIZAR,S.C Santa Rosa,110532.0,2046
11.0,,SIN LEGALIZAR,Andes Norte - Las Palmas de la Flora,110020.0,2047
11.0,,SIN LEGALIZAR,Teusaca,110637.0,2048
11.0,,SIN LEGALIZAR,Urb. Portales del Norte I,110081.0,2070
11.0,,SIN LEGALIZAR,Urb. Piedemonte,110752.0,2071
11.0,,LEGALIZADO,Santa BÃ¡rbara Tibabuyes,110595.0,2079
11.0,,SIN LEGALIZAR,Urb. Antonio Granados,110674.0,2085
11.0,,SIN LEGALIZAR,S.C. Mirandela,110518.0,2087
11.0,,LEGALIZADO,Las Palmeras,110318.0,2092
11.0,,SIN LEGALIZAR,Urb. Parques de la Colina,110750.0,2095
11.0,,SIN LEGALIZAR,Andes Norte - Urb. La Rabida,110022.0,2097
1.0,UsaquÃ©n,LEGALIZADO,San Antonio Norte II Sector,10186.0,2098
11.0,,SIN LEGALIZAR,Niza Suba - Quimbaya San Carlos,110389.0,2102
1.0,UsaquÃ©n,LEGALIZADO,Barrancas Norte,10018.0,2123
11.0,,SIN LEGALIZAR,Proyser (Finca),110458.0,2128
11.0,,SIN LEGALIZAR,Subata (Conejera),110630.0,2131
11.0,,SIN LEGALIZAR,Urb. La Arboleda de Chosica,110719.0,2133
11.0,,SIN LEGALIZAR,Chucua III Sector,110119.0,2137
11.0,,SIN LEGALIZAR,San Pedro III,110588.0,2138
11.0,,LEGALIZADO,La Francia,110291.0,2141
11.0,,SIN LEGALIZAR,Urb. Tropicana,110774.0,2144
11.0,,LEGALIZADO,Las Flores_,110314.0,2147
11.0,,LEGALIZADO,La Aurora,110266.0,2153
11.0,,SIN LEGALIZAR,Prado Veraniego Norte - Urb. El Condado de Iberia,110446.0,2170
11.0,,LEGALIZADO,Tuna Baja III Sector,110659.0,2171
11.0,,SIN LEGALIZAR,Niza Suba - La Cartuja,110384.0,2178
11.0,,SIN LEGALIZAR,Prado Veraniego Norte - Urb. Vivaral,110449.0,2198
11.0,,SIN LEGALIZAR,San JosÃ© del Prado - Fuerteventura,110576.0,2208
11.0,,SIN LEGALIZAR,Arizona II,110838.0,2215
11.0,,SIN LEGALIZAR,PortÃ³n de Guaymaral,110499.0,2216
1.0,UsaquÃ©n,SIN LEGALIZAR,Arboleda del Country,10008.0,1
11.0,,LEGALIZADO,Calima Norte,110086.0,3
9.0,FontibÃ³n,SIN LEGALIZAR,Laredo,90185.0,7
1.0,UsaquÃ©n,LEGALIZADO,San LuÃ­s,10199.0,11
5.0,Usme,SIN LEGALIZAR,La Fiscala Sector Fortuna,50295.0,14
10.0,EngativÃ¡,SIN LEGALIZAR,Urb. El Carmelo,100027.0,25
10.0,EngativÃ¡,SIN LEGALIZAR,S.C. Sabana del Dorado,100205.0,26
5.0,Usme,LEGALIZADO,Santa Marta II Sector,50258.0,27
1.0,UsaquÃ©n,LEGALIZADO,San Bernardo,10187.0,28
11.0,,SIN LEGALIZAR,S.C Tuna Alta,110538.0,2218
11.0,,LEGALIZADO,El Retazo,110200.0,2225
11.0,,LEGALIZADO,La Isabela,110294.0,2229
11.0,,LEGALIZADO,Lisboa,110323.0,2230
11.0,,SIN LEGALIZAR,Gilmar II,110223.0,2233
11.0,,LEGALIZADO,Tibabuyes Universal,110642.0,2238
11.0,,LEGALIZADO,Sabana de Tibabuyes,110549.0,2241
11.0,,SIN LEGALIZAR,S.C. Villa Hermosa,110548.0,2244
11.0,,LEGALIZADO,Los Monarcas,110343.0,2245
4.0,San CristÃ³bal,LEGALIZADO,Managua,40116.0,2247
11.0,,LEGALIZADO,Acacias,110001.0,2249
8.0,Kennedy,LEGALIZADO,Las Torres,80177.0,1192
8.0,Kennedy,SIN LEGALIZAR,Floralia II Sector,80126.0,1193
8.0,Kennedy,LEGALIZADO,El Progreso II,80105.0,1195
8.0,Kennedy,SIN LEGALIZAR,Casablanca - Urb. Manuel Mejia,80044.0,1203
8.0,Kennedy,SIN LEGALIZAR,Casablanca I,80045.0,1205
8.0,Kennedy,LEGALIZADO,El TriÃ¡ngulo,80116.0,1227
8.0,Kennedy,LEGALIZADO,La Igualdad,80151.0,1228
8.0,Kennedy,SIN LEGALIZAR,Ciudad Kennedy Oriental Supermanzana 5,80065.0,1232
8.0,Kennedy,SIN LEGALIZAR,Kennedy Supermanzana 15,80142.0,1237
8.0,Kennedy,LEGALIZADO,Techo,80275.0,1239
8.0,Kennedy,LEGALIZADO,Mandalay,80185.0,1242
8.0,Kennedy,SIN LEGALIZAR,PiÃ³ X - Urb. El Carmen,80227.0,1244
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C. Cerro Colorado,190166.0,1247
8.0,Kennedy,SIN LEGALIZAR,Santa Rosa del Carvajal - Torres de las Americas,80269.0,1253
8.0,Kennedy,SIN LEGALIZAR,El Triunfo de las Americas,80119.0,1259
8.0,Kennedy,SIN LEGALIZAR,Hipotecho Occidental II,80133.0,1262
8.0,Kennedy,SIN LEGALIZAR,Las Americas La Triguera,80167.0,1264
8.0,Kennedy,LEGALIZADO,Calandaima,80036.0,1271
19.0,Ciudad BolÃ­var,LEGALIZADO,Barranquitos,190014.0,1273
8.0,Kennedy,LEGALIZADO,El Tintal,80113.0,1281
8.0,Kennedy,URBA,Santa Marta,80342.0,1288
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C. El Chircal Sur,190169.0,1313
19.0,Ciudad BolÃ­var,LEGALIZADO,Villas de BolÃ­var,190266.0,1317
19.0,Ciudad BolÃ­var,LEGALIZADO,UrbanizaciÃ³n El Preciso,190258.0,1320
11.0,,SIN LEGALIZAR,El RincÃ³n Santa Helena,110205.0,1321
19.0,Ciudad BolÃ­var,LEGALIZADO,Villa Helena,190263.0,1326
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S C. Santa Rosa,190203.0,1333
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,El Reflejo,190280.0,1341
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Galicia II,190281.0,1342
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Urb. Chicala El RubÃ­,190247.0,1344
19.0,Ciudad BolÃ­var,LEGALIZADO,Arabia,190007.0,1349
19.0,Ciudad BolÃ­var,LEGALIZADO,Domingo Lain I,190042.0,1356
11.0,,SIN LEGALIZAR,Urb. Nueva Alsacia,110746.0,1359
11.0,,SIN LEGALIZAR,La Floresta (Hacienda),110288.0,1382
19.0,Ciudad BolÃ­var,LEGALIZADO,Villas del Progreso,190269.0,1384
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Urb. Las Quintas del Sur,190257.0,1387
19.0,Ciudad BolÃ­var,LEGALIZADO,Tabor Altaloma,190239.0,1393
19.0,Ciudad BolÃ­var,LEGALIZADO,Mirador de la Primavera,190134.0,1397
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C. Bella Flor Sur,190161.0,1401
19.0,Ciudad BolÃ­var,LEGALIZADO,El ParaÃ­so,190055.0,1404
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Balmoral II,190011.0,1420
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Urb. India Catalina,190252.0,1422
7.0,Bosa,LEGALIZADO,San Bernardino Sector II,70290.0,1630
7.0,Bosa,LEGALIZADO,San_JoaquÃ­n,70297.0,1633
7.0,Bosa,SIN LEGALIZAR,S.C. La EstaciÃ³n Bosa,70255.0,1636
7.0,Bosa,SIN LEGALIZAR,La Amistad Bosa,70129.0,1639
7.0,Bosa,LEGALIZADO,Villa Anni Bosa Naranjos,70347.0,1649
7.0,Bosa,LEGALIZADO,El Llano Sector Fandino,70069.0,1650
7.0,Bosa,LEGALIZADO,Diamante Sur,70055.0,1658
7.0,Bosa,SIN LEGALIZAR,Brasil Sector San Jorge,70030.0,1668
7.0,Bosa,LEGALIZADO,Brasilia I Sector,70031.0,1678
7.0,Bosa,LEGALIZADO,El JazmÃ­n Sector El TriÃ¡ngulo,70063.0,1681
7.0,Bosa,LEGALIZADO,Holanda II Sector,70115.0,1686
7.0,Bosa,LEGALIZADO,La Paz San Ignacio Las Vegas,70172.0,1693
11.0,,SIN LEGALIZAR,Urb. Casa Campo Sector I,110689.0,2314
11.0,,SIN LEGALIZAR,El Refugio y Los Maderos de Suba,110640.0,2319
11.0,,SIN LEGALIZAR,Finca El ArrayÃ¡n San Jacinto - Tibabuyes,110220.0,2337
11.0,,LEGALIZADO,Villa de las Flores,110795.0,2340
11.0,,SIN LEGALIZAR,La Toscana,110307.0,2341
11.0,,SIN LEGALIZAR,Santa Rosa - Urb. Tropicream,110612.0,2344
11.0,,SIN LEGALIZAR,Urb. PotosÃ­ II Sector,110760.0,2345
11.0,,LEGALIZADO,PotosÃ­,110433.0,2348
11.0,,SIN LEGALIZAR,Santa Margarita,110606.0,2349
11.0,,SIN LEGALIZAR,Urb. Iberia,110714.0,2354
11.0,,SIN LEGALIZAR,Arcos de Britalia,110025.0,2358
11.0,,SIN LEGALIZAR,Compartir Suba,110135.0,2365
11.0,,SIN LEGALIZAR,Santa Fe de Suba (Finca),110600.0,2369
11.0,,LEGALIZADO,Villa_Esperanza,110804.0,2389
11.0,,LEGALIZADO,El_Laurel,110170.0,2393
8.0,Kennedy,LEGALIZADO,AlquerÃ­a de la Fragua,80005.0,2397
1.0,UsaquÃ©n,SIN LEGALIZAR,S.C. La Carolina,10175.0,2407
11.0,,SIN LEGALIZAR,Ilarco - Los Molinos de Ilarco,110245.0,2409
1.0,UsaquÃ©n,LEGALIZADO,La Liberia,10121.0,2416
2.0,Chapinero,SIN LEGALIZAR,Desarrollo Metropolitan Club,20026.0,2422
1.0,UsaquÃ©n,LEGALIZADO,Country Club,10064.0,2451
1.0,UsaquÃ©n,LEGALIZADO,Santa Bibiana,10214.0,2454
1.0,UsaquÃ©n,LEGALIZADO,San Patricio,10200.0,2457
1.0,UsaquÃ©n,SIN LEGALIZAR,Magdala I Etapa,10145.0,2468
1.0,UsaquÃ©n,SIN LEGALIZAR,El Moral,10077.0,2471
1.0,UsaquÃ©n,LEGALIZADO,Inzuca,10101.0,2475
1.0,UsaquÃ©n,LEGALIZADO,Torcoroma_,10242.0,2476
11.0,,LEGALIZADO,La Esperanza Britalia,110282.0,2477
1.0,UsaquÃ©n,SIN LEGALIZAR,Alicante I y II,10003.0,2479
1.0,UsaquÃ©n,SIN LEGALIZAR,Ibiza,10100.0,2493
5.0,Usme,SIN LEGALIZAR,S.C. ArrayÃ¡n,50173.0,431
5.0,Usme,LEGALIZADO,El Espino,50055.0,433
4.0,San CristÃ³bal,LEGALIZADO,Urb. Colmena I Los Pinares,40214.0,435
4.0,San CristÃ³bal,LEGALIZADO,Urb. Las Gaviotas,40224.0,436
4.0,San CristÃ³bal,SIN LEGALIZAR,Bosque de San JosÃ©,40019.0,438
11.0,,LEGALIZADO,Atenas_,110028.0,441
11.0,,LEGALIZADO,Prados de Santa BÃ¡rbara,110452.0,448
4.0,San CristÃ³bal,SIN LEGALIZAR,S.C. La Victoria,40154.0,451
5.0,Usme,LEGALIZADO,Antonio JosÃ© de Sucre III,50011.0,456
5.0,Usme,LEGALIZADO,Villa Alemania,50277.0,457
11.0,,LEGALIZADO,Jaime Bermeo,110247.0,459
5.0,Usme,LEGALIZADO,Alfonso LÃ³pez Sector Charala,50004.0,460
3.0,Santa Fe,LEGALIZADO,Parque Nacional Oriental,30034.0,471
11.0,,SIN LEGALIZAR,Urb. Los Tilos,110740.0,483
5.0,Usme,LEGALIZADO,La_Esperanza_,50109.0,486
5.0,Usme,SIN LEGALIZAR,Ciudadela Cantarrana,50037.0,488
11.0,,LEGALIZADO,El Ocal,110176.0,1536
19.0,Ciudad BolÃ­var,LEGALIZADO,BogotÃ¡ Sector Tequendama,190018.0,1539
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C. Quiba,190193.0,1540
11.0,,LEGALIZADO,El Pinar,110183.0,1549
19.0,Ciudad BolÃ­var,LEGALIZADO,Espinos I,190071.0,1552
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,S.C. La Alameda,190180.0,1555
7.0,Bosa,SIN LEGALIZAR,S.C. Las_Margaritas,70261.0,1562
19.0,Ciudad BolÃ­var,SIN LEGALIZAR,Candelaria la Nueva II Sector 2 Etapa,190288.0,1567
7.0,Bosa,LEGALIZADO,El Regalo,70093.0,1570
7.0,Bosa,LEGALIZADO,Campo Hermoso_,70037.0,1571
7.0,Bosa,LEGALIZADO,San Miguel,70311.0,1573
7.0,Bosa,LEGALIZADO,El Recuerdo II,70091.0,1585
7.0,Bosa,LEGALIZADO,El Recuerdo_,70088.0,1586
11.0,,SIN LEGALIZAR,Santa RosalÃ­a 2 (Finca),110614.0,1587
7.0,Bosa,LEGALIZADO,La_Libertad,70161.0,1588
