cod_loc,localidad,estado,barriocomu,cod_polbar,objectid
7.0,Bosa,SIN LEGALIZAR,Villa Nhora,70362.0,1640
7.0,Bosa,LEGALIZADO,Nueva Granada II Sector,70216.0,1651
7.0,Bosa,LEGALIZADO,Nueva Granada II Sector Tiboli,70217.0,1652
7.0,Bosa,LEGALIZADO,Holanda III Sector,70116.0,1667
7.0,Bosa,LEGALIZADO,Villa Alegre,70345.0,1670
7.0,Bosa,LEGALIZADO,Brasilia III Sector,70033.0,1676
7.0,Bosa,LEGALIZADO,Brasilia II Sector,70032.0,1677
7.0,Bosa,LEGALIZADO,Villa de Suaita,70354.0,1688
7.0,Bosa,LEGALIZADO,La Esmeralda_,70144.0,1691
7.0,Bosa,LEGALIZADO,El ParaÃ­so__,70075.0,1695
7.0,Bosa,LEGALIZADO,Danubio III,70054.0,1697
7.0,Bosa,LEGALIZADO,La Palma,70169.0,1698
7.0,Bosa,LEGALIZADO,Bosa Nova,70017.0,1702
7.0,Bosa,SIN LEGALIZAR,S.C San Bernardino Potreritos,70288.0,1710
11.0,,LEGALIZADO,Villa Elisa,110800.0,2293
11.0,,SIN LEGALIZAR,Urb. San Alejo,110765.0,2294
11.0,,SIN LEGALIZAR,La Chucua I Sector,110272.0,2303
11.0,,SIN LEGALIZAR,El Pinar de Suba,110832.0,2320
11.0,,SIN LEGALIZAR,Casablanca Sector El Plan,110106.0,2331
11.0,,SIN LEGALIZAR,Ciudad JardÃ­n Norte - Villas de Covaria,110127.0,2352
11.0,,SIN LEGALIZAR,Urb. Iberia III Sector,110716.0,2353
11.0,,SIN LEGALIZAR,Los Portales del Norte II,110350.0,2361
11.0,,SIN LEGALIZAR,Portales del Norte Marbella,110431.0,2362
11.0,,LEGALIZADO,Britalia,110053.0,2363
11.0,,SIN LEGALIZAR,Las Pastorcitas,110319.0,2364
11.0,,SIN LEGALIZAR,El Toro TulipÃ¡n y Tequendama,110215.0,2371
11.0,,SIN LEGALIZAR,Tuna Baja III y III_A,110661.0,2373
11.0,,SIN LEGALIZAR,Urb. Los Sauces,110739.0,2382
11.0,,SIN LEGALIZAR,Urb. El Portal de la Fontana,110702.0,2388
11.0,,SIN LEGALIZAR,Urb. La Floresta V Sector,110077.0,2402
11.0,,LEGALIZADO,Santa Rosa,110610.0,2404
11.0,,SIN LEGALIZAR,Urb. Lagos de CÃ³rdoba,110729.0,2410
11.0,,SIN LEGALIZAR,Conejera Las Mercedes Suba,110136.0,2426
5.0,Usme,SIN LEGALIZAR,S.C. El Bosque Sur Oriental,50188.0,2431
1.0,UsaquÃ©n,LEGALIZADO,Delicias del Carmen,10068.0,2432
5.0,Usme,LEGALIZADO,Santa Librada Sector San Bernardino,50254.0,2436
1.0,UsaquÃ©n,LEGALIZADO,Lisboa_,10135.0,2441
1.0,UsaquÃ©n,SIN LEGALIZAR,Santa BÃ¡rbara Central III Sector,10208.0,2442
1.0,UsaquÃ©n,LEGALIZADO,Bosque de Pinos III,10027.0,2447
1.0,UsaquÃ©n,SIN LEGALIZAR,RincÃ³n del Cedro,10166.0,2467
1.0,UsaquÃ©n,SIN LEGALIZAR,Babilonia,10010.0,2474
1.0,UsaquÃ©n,SIN LEGALIZAR,San JosÃ© de UsaquÃ©n - Urb. Argo,10196.0,2483
1.0,UsaquÃ©n,SIN LEGALIZAR,Santa BÃ¡rbara Central IV Sector,10209.0,2488
1.0,UsaquÃ©n,LEGALIZADO,Horizontes,10098.0,2491
11.0,,SIN LEGALIZAR,S.C. Casablanca Suba,110498.0,2499
1.0,UsaquÃ©n,LEGALIZADO,Buenavista,10032.0,2501
11.0,,SIN LEGALIZAR,La Moneda Britalia,110297.0,2502
1.0,UsaquÃ©n,SIN LEGALIZAR,San Isidro La Capilla,10193.0,2505
1.0,UsaquÃ©n,SIN LEGALIZAR,Prados de la Calleja,10162.0,2507
1.0,UsaquÃ©n,SIN LEGALIZAR,Villas del MediterrÃ¡neo,10256.0,2508
1.0,UsaquÃ©n,SIN LEGALIZAR,San CristÃ³bal Norte 2,10189.0,2515
1.0,UsaquÃ©n,LEGALIZADO,Santandersito,10222.0,2517
1.0,UsaquÃ©n,LEGALIZADO,ToberÃ­n,10235.0,2518
11.0,,SIN LEGALIZAR,El JordÃ¡n II,110167.0,2521
5.0,Usme,SIN LEGALIZAR,S.C. Porvenir,50297.0,2522
9.0,FontibÃ³n,SIN LEGALIZAR,S.C. San JosÃ© de FontibÃ³n,90114.0,2524
2.0,Chapinero,SIN LEGALIZAR,Bosque El Retiro,20011.0,2527
14.0,Los MÃ¡rtires,SIN LEGALIZAR,San Fason,140016.0,2529
14.0,Los MÃ¡rtires,LEGALIZADO,La Sabana,140012.0,2532
1.0,UsaquÃ©n,LEGALIZADO,El Codito,10073.0,2542
2.0,Chapinero,SIN LEGALIZAR,S.C. Chico Norte III Sector,20064.0,2543
2.0,Chapinero,SIN LEGALIZAR,S.C. Quinta Camacho,20087.0,2545
2.0,Chapinero,SIN LEGALIZAR,Chico Norte - Urb. Conjunto de la Cien,20020.0,2548
2.0,Chapinero,SIN LEGALIZAR,Chico Reservado,20023.0,2549
2.0,Chapinero,SIN LEGALIZAR,S.C. Lago Gaitan,20078.0,2551
2.0,Chapinero,SIN LEGALIZAR,El Retiro - Villa Andina,20031.0,2552
2.0,Chapinero,SIN LEGALIZAR,S.C. PorciÃºncula,20086.0,2554
9.0,FontibÃ³n,LEGALIZADO,La Esperanza_,90060.0,2559
16.0,Puente Aranda,SIN LEGALIZAR,Parques de Primavera,160073.0,2568
1.0,UsaquÃ©n,SIN LEGALIZAR,Urb. Quintas de la Sabana,10263.0,2570
10.0,EngativÃ¡,SIN LEGALIZAR,S.C. El Dorado Industrial,100186.0,2572
10.0,EngativÃ¡,SIN LEGALIZAR,S.C. La Riviera,100198.0,2576
3.0,Santa Fe,SIN LEGALIZAR,El Mirador 2,30012.0,2578
4.0,San CristÃ³bal,SIN LEGALIZAR,Vitelma Ciudadela Parque de la Roca,40259.0,2581
4.0,San CristÃ³bal,SIN LEGALIZAR,Santa SofÃ­a de Vitelma,40200.0,2582
2.0,Chapinero,SIN LEGALIZAR,Conjunto Hotelero Los Rosales,20025.0,2583
18.0,Rafael Uribe,LEGALIZADO,La Esperanza_,180058.0,2588
4.0,San CristÃ³bal,LEGALIZADO,Buenos_Aires,40022.0,2599
4.0,San CristÃ³bal,SIN LEGALIZAR,Casapanda,40035.0,2602
5.0,Usme,LEGALIZADO,Villa Israel,50285.0,2603
9.0,FontibÃ³n,LEGALIZADO,San Pablo_,90121.0,2605
9.0,FontibÃ³n,LEGALIZADO,JericÃ³,90056.0,2608
12.0,Barrios Unidos,SIN LEGALIZAR,La Castellana - Villa Calazans,120020.0,2612
12.0,Barrios Unidos,SIN LEGALIZAR,San Fernando Occidental - Urb. Av. Chile,120058.0,2614
4.0,San CristÃ³bal,SIN LEGALIZAR,S.C. Moralba,40160.0,2621
10.0,EngativÃ¡,SIN LEGALIZAR,Los Ãngeles 2,100140.0,2626
4.0,San CristÃ³bal,LEGALIZADO,San Jacinto,40180.0,2627
4.0,San CristÃ³bal,LEGALIZADO,San Rafael Sur Oriental,40188.0,2628
10.0,EngativÃ¡,LEGALIZADO,San JosÃ© Engativa,100223.0,2636
10.0,EngativÃ¡,LEGALIZADO,Villas del Dorado San Antonio,100269.0,2638
10.0,EngativÃ¡,SIN LEGALIZAR,Villa Gladys - Urb. Parque Industrial Bonaire,100255.0,2639
10.0,EngativÃ¡,LEGALIZADO,La Paz,100104.0,2644
10.0,EngativÃ¡,SIN LEGALIZAR,Sabana del Dorado - San LuÃ­s (En Tramite),100212.0,2645
10.0,EngativÃ¡,LEGALIZADO,El Mirador,100055.0,2646
10.0,EngativÃ¡,LEGALIZADO,Bellavista,100009.0,2653
10.0,EngativÃ¡,LEGALIZADO,La Marcela,100102.0,2654
10.0,EngativÃ¡,LEGALIZADO,MetrÃ³polis_,100156.0,2655
5.0,Usme,LEGALIZADO,Villa Alemania II Sector,50278.0,2658
5.0,Usme,SIN LEGALIZAR,San Juan IV Sector,50242.0,2665
5.0,Usme,LEGALIZADO,El Nevado,50061.0,2668
7.0,Bosa,SIN LEGALIZAR,Acuarela II,70002.0,1721
7.0,Bosa,SIN LEGALIZAR,S.C Gualoche,70248.0,1722
7.0,Bosa,SIN LEGALIZAR,S.C Osorio Diez,70264.0,1727
7.0,Bosa,LEGALIZADO,El Porvenir Sector Inducas,70085.0,1738
7.0,Bosa,LEGALIZADO,La Portada III Sector,70176.0,1756
7.0,Bosa,SIN LEGALIZAR,El Portugal Brasil,70078.0,1758
7.0,Bosa,SIN LEGALIZAR,S.C Bosa Brasil,70235.0,1759
7.0,Bosa,LEGALIZADO,Argelia_,70009.0,1762
7.0,Bosa,LEGALIZADO,Argelia II,70010.0,1764
7.0,Bosa,SIN LEGALIZAR,Bosa las Terrazas,70016.0,1772
7.0,Bosa,LEGALIZADO,Islandia II,70122.0,1778
7.0,Bosa,SIN LEGALIZAR,Urb. Gecolsa,70336.0,1784
7.0,Bosa,LEGALIZADO,Olarte,70220.0,1785
7.0,Bosa,LEGALIZADO,Nuevo Chile,70219.0,1786
7.0,Bosa,LEGALIZADO,San MartÃ­n,70310.0,1791
7.0,Bosa,SIN LEGALIZAR,Brasil Sector El Portal,70028.0,1792
7.0,Bosa,LEGALIZADO,NicolÃ¡s Escobar,70205.0,1799
7.0,Bosa,LEGALIZADO,La Cruz de Terreros,70142.0,1805
7.0,Bosa,SIN LEGALIZAR,S.C. Paso Ancho,70269.0,1812
7.0,Bosa,SIN LEGALIZAR,S.C. Antonia Santos,70230.0,1813
7.0,Bosa,LEGALIZADO,Antonia Santos,70007.0,1814
7.0,Bosa,LEGALIZADO,Danubio II y III,70053.0,1819
7.0,Bosa,SIN LEGALIZAR,S.C Parcela El Porvenir,70268.0,1821
7.0,Bosa,LEGALIZADO,Villa Karen,70359.0,1825
7.0,Bosa,LEGALIZADO,La Granjita,70157.0,1826
7.0,Bosa,LEGALIZADO,San_Pablo,70312.0,1830
7.0,Bosa,LEGALIZADO,El Anhelo,70057.0,1831
7.0,Bosa,LEGALIZADO,Santa Fe Bosa,70322.0,1832
7.0,Bosa,SIN LEGALIZAR,Santa_Marta,70327.0,1837
7.0,Bosa,SIN LEGALIZAR,Cartagenita,70041.0,1839
7.0,Bosa,LEGALIZADO,Getsemani,70108.0,1841
7.0,Bosa,SIN LEGALIZAR,La Vega,70183.0,1843
7.0,Bosa,LEGALIZADO,El Paradero,70074.0,1844
11.0,,SIN LEGALIZAR,Niza Suba - Villavaduz,110399.0,1847
11.0,,SIN LEGALIZAR,San Felipe Ciudad JardÃ­n Norte,110560.0,1848
7.0,Bosa,SIN LEGALIZAR,S.C. San Bernardino XVIII,70276.0,1851
1.0,UsaquÃ©n,SIN LEGALIZAR,Tibabita - Los Pinos (Predio),10230.0,1853
7.0,Bosa,LEGALIZADO,San Pedro II,70318.0,1855
7.0,Bosa,LEGALIZADO,La Paz II Sector,70171.0,1857
7.0,Bosa,LEGALIZADO,Bosalinda Hidelbrando Olarte,70019.0,1858
7.0,Bosa,LEGALIZADO,San Pedro,70316.0,1859
11.0,,SIN LEGALIZAR,La Alhambra Sector Norte,110260.0,1860
11.0,,SIN LEGALIZAR,Andes Norte  - Urb. Portobello,110016.0,1861
11.0,,SIN LEGALIZAR,Andes Norte - Urb. Bosques del Norte,110018.0,1862
7.0,Bosa,LEGALIZADO,San Antonio de Escocia II,70286.0,1867
11.0,,SIN LEGALIZAR,Prado Veraniego Norte - La Hacienda,110445.0,1874
9.0,FontibÃ³n,SIN LEGALIZAR,Urb. Salamanca,90188.0,1883
7.0,Bosa,LEGALIZADO,Charles De Gaulle II,70045.0,1886
7.0,Bosa,LEGALIZADO,Manzanares,70197.0,1887
7.0,Bosa,LEGALIZADO,Grancolombiano I,70109.0,1890
7.0,Bosa,LEGALIZADO,Humberto Valencia,70119.0,1891
7.0,Bosa,LEGALIZADO,JimÃ©nez De Quesada,70124.0,1894
7.0,Bosa,LEGALIZADO,La Capilla,70139.0,1895
7.0,Bosa,SIN LEGALIZAR,Urb. La Sultana del Sur,70341.0,1898
7.0,Bosa,SIN LEGALIZAR,Ciudadela Roberto Pachon,70049.0,1906
7.0,Bosa,SIN LEGALIZAR,S.C. Grancolombiano,70247.0,1907
11.0,,SIN LEGALIZAR,Nuevo San Antonio,110844.0,1908
7.0,Bosa,LEGALIZADO,San Eugenio,70293.0,1911
7.0,Bosa,SIN LEGALIZAR,San JosÃ© D,70303.0,1919
7.0,Bosa,LEGALIZADO,El Motorista,70072.0,1922
7.0,Bosa,SIN LEGALIZAR,Quintas del Recreo Etapa 5,70388.0,1933
7.0,Bosa,SIN LEGALIZAR,S.C. San Bernardino XIX,70273.0,1934
7.0,Bosa,SIN LEGALIZAR,La Pradera El VolcÃ¡n,70391.0,1937
7.0,Bosa,LEGALIZADO,Guacoche,70394.0,1941
11.0,,SIN LEGALIZAR,Niza Suba - Urb. San Gregorio,110397.0,1944
11.0,,SIN LEGALIZAR,Niza Suba - Urb. San Gregorio II y III,110398.0,1945
11.0,,SIN LEGALIZAR,Villanova II,110816.0,1948
11.0,,SIN LEGALIZAR,S.C. Niza Norte,110520.0,1949
11.0,,SIN LEGALIZAR,Niza Suba - Torres del Monte,110393.0,1953
11.0,,SIN LEGALIZAR,Urb. Alhambra Sur Oriental,110066.0,1957
11.0,,SIN LEGALIZAR,El Divino Salvador,110161.0,1958
11.0,,SIN LEGALIZAR,La Floresta Norte,110290.0,1960
11.0,,SIN LEGALIZAR,Malibu,110355.0,1962
11.0,,SIN LEGALIZAR,Casablanca Sector La Gruta,110107.0,1963
11.0,,SIN LEGALIZAR,Niza Suba - El Pinar,110382.0,1967
11.0,,SIN LEGALIZAR,Casablanca (Hacienda),110103.0,1973
11.0,,SIN LEGALIZAR,Urb. Las Navetas de Suba,110733.0,1975
11.0,,SIN LEGALIZAR,Cantagallo - Carmel Club Campestre,110094.0,1977
11.0,,SIN LEGALIZAR,S.C. Los Naranjos,110516.0,1979
11.0,,SIN LEGALIZAR,San Isidro Tuna,110568.0,1985
11.0,,SIN LEGALIZAR,Tuna La Mulera,110665.0,1987
11.0,,SIN LEGALIZAR,Turingia (ParcelaciÃ³n),110667.0,1990
11.0,,SIN LEGALIZAR,Atardeceres de Suba,110027.0,1992
11.0,,SIN LEGALIZAR,Ciudad JardÃ­n Norte - San AndrÃ©s,110126.0,1998
11.0,,SIN LEGALIZAR,Urb. Boca Colina,110682.0,1999
11.0,,SIN LEGALIZAR,Niza Suba - El RincÃ³n del Jura,110383.0,2001
11.0,,SIN LEGALIZAR,Urb. Ãticos del Norte,110678.0,2004
11.0,,SIN LEGALIZAR,Niza Suba - Los Magnolios,110386.0,2007
11.0,,SIN LEGALIZAR,Oikos La Colina,110410.0,2009
11.0,,SIN LEGALIZAR,El Porvenir Norte - Granada Norte,110194.0,2017
11.0,,SIN LEGALIZAR,Urb. Monterrey,110079.0,2019
11.0,,LEGALIZADO,San CristÃ³bal,110559.0,2025
11.0,,LEGALIZADO,Santa_Catalina,110597.0,2026
11.0,,SIN LEGALIZAR,Urb. Choasuca,110691.0,2027
11.0,,LEGALIZADO,Julio Florez,110254.0,2034
11.0,,SIN LEGALIZAR,Don Manuel - Los Arrayanes,110143.0,2036
11.0,,SIN LEGALIZAR,Ditmarcia,110142.0,2037
11.0,,SIN LEGALIZAR,S.C. Andes Norte,110488.0,2038
11.0,,SIN LEGALIZAR,Andes Norte - Urb. Av. Suba II Etapa,110017.0,2041
1.0,UsaquÃ©n,LEGALIZADO,Canaima,10045.0,2043
9.0,FontibÃ³n,SIN LEGALIZAR,Ferrocaja,90045.0,3001
18.0,Rafael Uribe,LEGALIZADO,San Cayetano_,180153.0,3003
18.0,Rafael Uribe,LEGALIZADO,Nueva Esperanza,180096.0,3005
18.0,Rafael Uribe,SIN LEGALIZAR,S.C. Arrayanes III IV y V,180120.0,3007
11.0,,SIN LEGALIZAR,Mudela del RÃ­o,110366.0,3010
10.0,EngativÃ¡,SIN LEGALIZAR,Santa Maria del Lago,100229.0,3017
10.0,EngativÃ¡,SIN LEGALIZAR,S.C. Autopista MedellÃ­n,100180.0,3018
6.0,Tunjuelito,LEGALIZADO,Escuela General Santander,60009.0,3022
6.0,Tunjuelito,SIN LEGALIZAR,Tunal Sector_II,60029.0,3024
5.0,Usme,LEGALIZADO,Santa Librada Los Tejares,50251.0,3031
5.0,Usme,LEGALIZADO,Santa Librada La Esperanza,50249.0,3035
14.0,Los MÃ¡rtires,LEGALIZADO,Voto Nacional,140024.0,3037
14.0,Los MÃ¡rtires,LEGALIZADO,El Progreso,140005.0,3040
16.0,Puente Aranda,LEGALIZADO,Industrial Centenario,160026.0,3041
16.0,Puente Aranda,LEGALIZADO,Salazar GÃ³mez,160051.0,3046
16.0,Puente Aranda,LEGALIZADO,Primavera Occidental,160047.0,3050
16.0,Puente Aranda,SIN LEGALIZAR,Santa Isabel Occidental,160057.0,3051
9.0,FontibÃ³n,LEGALIZADO,El RubÃ­,90038.0,3057
4.0,San CristÃ³bal,SIN LEGALIZAR,San Vicente (Predio),40190.0,3060
4.0,San CristÃ³bal,SIN LEGALIZAR,Urb. El Paseito II Sector,40217.0,3066
4.0,San CristÃ³bal,SIN LEGALIZAR,Nueva Delly Parte Alta,40125.0,3070
4.0,San CristÃ³bal,LEGALIZADO,Republica del CanadÃ¡ El Pinar,40136.0,3071
4.0,San CristÃ³bal,LEGALIZADO,Los Libertadores Sector La Colina,40106.0,3073
4.0,San CristÃ³bal,LEGALIZADO,Nueva Delly,40124.0,3074
10.0,EngativÃ¡,SIN LEGALIZAR,Bellavista - El Salitre,100010.0,3075
3.0,Santa Fe,LEGALIZADO,RocÃ­o Parte Baja,30038.0,3083
3.0,Santa Fe,LEGALIZADO,Santa Rosa De Lima,30049.0,3085
18.0,Rafael Uribe,LEGALIZADO,Socorro III Sector,180164.0,3087
5.0,Usme,SIN LEGALIZAR,S.C. Fiscala Alta,50197.0,3088
10.0,EngativÃ¡,SIN LEGALIZAR,Las Carolinas,100114.0,3090
5.0,Usme,LEGALIZADO,Fiscala Sector Centro,50092.0,3098
5.0,Usme,SIN LEGALIZAR,S.C. Arrayanes III,50175.0,3099
5.0,Usme,SIN LEGALIZAR,Sierras del Sur_Oriente,50263.0,3100
18.0,Rafael Uribe,LEGALIZADO,El Socorro III Sector,180042.0,3117
4.0,San CristÃ³bal,LEGALIZADO,El Diamante Bosque de San CristÃ³bal,40046.0,3118
4.0,San CristÃ³bal,LEGALIZADO,San Bernardo del Viento,40172.0,3119
4.0,San CristÃ³bal,SIN LEGALIZAR,S.C. Quinta Ramos,40162.0,3125
10.0,EngativÃ¡,SIN LEGALIZAR,Urb. Acapulco,100026.0,3126
1.0,UsaquÃ©n,SIN LEGALIZAR,San JosÃ© de Barrancas,10194.0,3128
11.0,,SIN LEGALIZAR,Urb. Rodesia,110764.0,3131
1.0,UsaquÃ©n,SIN LEGALIZAR,Caobos Salazar Urb. Capri I y II Sector,10048.0,3132
1.0,UsaquÃ©n,SIN LEGALIZAR,Las Margaritas II Sector,10132.0,3137
1.0,UsaquÃ©n,LEGALIZADO,Los Cedros Oriental,10139.0,3138
10.0,EngativÃ¡,LEGALIZADO,La Tortigua,100111.0,3141
4.0,San CristÃ³bal,SIN LEGALIZAR,Balcones de San Pedro III,40011.0,3142
5.0,Usme,LEGALIZADO,Alfonso LÃ³pez Sector El Progreso,50005.0,3144
9.0,FontibÃ³n,LEGALIZADO,JordÃ¡n II Sector,90057.0,3159
9.0,FontibÃ³n,SIN LEGALIZAR,Urb. Santiago,90168.0,3161
9.0,FontibÃ³n,LEGALIZADO,Torcoroma,90133.0,3162
9.0,FontibÃ³n,SIN LEGALIZAR,S.C. Interindustrial,90108.0,3167
9.0,FontibÃ³n,SIN LEGALIZAR,Ciudad_Salitre,90020.0,3172
5.0,Usme,LEGALIZADO,La_Regadera Sur,50131.0,3174
4.0,San CristÃ³bal,LEGALIZADO,Urb. Continental,40215.0,3175
5.0,Usme,SIN LEGALIZAR,Tequendama,50266.0,3180
5.0,Usme,LEGALIZADO,El JordÃ¡n,50057.0,3181
5.0,Usme,LEGALIZADO,Las Viviendas,50139.0,3182
10.0,EngativÃ¡,SIN LEGALIZAR,Refugio del Norte,100176.0,3192
9.0,FontibÃ³n,LEGALIZADO,Montevideo_,90076.0,3197
9.0,FontibÃ³n,SIN LEGALIZAR,Inmunizadora de Maderas,90053.0,3198
11.0,,LEGALIZADO,San Francisco Norte,110563.0,3201
1.0,UsaquÃ©n,LEGALIZADO,Pantanito,10154.0,3204
4.0,San CristÃ³bal,SIN LEGALIZAR,Balkanes,40012.0,3206
11.0,,LEGALIZADO,Telecom Arrayanes,110635.0,3207
4.0,San CristÃ³bal,LEGALIZADO,Santa Anita,40194.0,3209
11.0,,SIN LEGALIZAR,Casablanca Sector Bellavista,110104.0,3214
4.0,San CristÃ³bal,LEGALIZADO,VelÃ³dromo,40247.0,3215
4.0,San CristÃ³bal,SIN LEGALIZAR,Urb. Caja Social de Ahorros San CristÃ³bal,40025.0,3217
4.0,San CristÃ³bal,SIN LEGALIZAR,S.C. VelÃ³dromo,40170.0,3218
4.0,San CristÃ³bal,LEGALIZADO,Unifamiliares Avenida DÃ©cima,40207.0,3220
16.0,Puente Aranda,SIN LEGALIZAR,Urb. Central - Jorge Gaitan Cortes,160066.0,3226
11.0,,SIN LEGALIZAR,El Pesebre (Predio),110182.0,3231
9.0,FontibÃ³n,LEGALIZADO,Centro FontibÃ³n,90017.0,3232
9.0,FontibÃ³n,LEGALIZADO,RincÃ³n_Santo,90091.0,3233
9.0,FontibÃ³n,SIN LEGALIZAR,Veracruz_II Sector,90174.0,3237
9.0,FontibÃ³n,SIN LEGALIZAR,Boston,90012.0,3240
18.0,Rafael Uribe,LEGALIZADO,Las Colinas,180076.0,3242
2.0,Chapinero,LEGALIZADO,Bosque CalderÃ³n Tejada II Sector,20008.0,3245
11.0,,LEGALIZADO,Villa Esperanza,110803.0,3247
12.0,Barrios Unidos,LEGALIZADO,11 de Noviembre,120066.0,3248
2.0,Chapinero,LEGALIZADO,San LuÃ­s Altos del Cabo,20095.0,3252
2.0,Chapinero,LEGALIZADO,Bosque CalderÃ³n Tejada,20005.0,3254
2.0,Chapinero,SIN LEGALIZAR,S.C. Ingemar,20075.0,3255
2.0,Chapinero,SIN LEGALIZAR,El Alto,20027.0,3257
2.0,Chapinero,SIN LEGALIZAR,Cerro Verde - Santo Domingo Alto,20017.0,3258
3.0,Santa Fe,LEGALIZADO,La Alameda,30018.0,3263
3.0,Santa Fe,LEGALIZADO,Las Aguas,30025.0,3265
3.0,Santa Fe,LEGALIZADO,Veracruz__,30050.0,3269
3.0,Santa Fe,LEGALIZADO,Santa InÃ©s,30048.0,3270
3.0,Santa Fe,LEGALIZADO,San_Bernardo,30043.0,3271
2.0,Chapinero,LEGALIZADO,Juan_XXIII,20040.0,3272
3.0,Santa Fe,LEGALIZADO,Atanasio Girardot,30001.0,3274
3.0,Santa Fe,LEGALIZADO,Lourdes III,30032.0,3276
11.0,,SIN LEGALIZAR,Balcones de Suba,110036.0,3278
9.0,FontibÃ³n,LEGALIZADO,Santa_Cecilia,90125.0,3285
10.0,EngativÃ¡,LEGALIZADO,Normandia Occidental,100164.0,3286
10.0,EngativÃ¡,SIN LEGALIZAR,S.C. San Ignacio,100206.0,3287
9.0,FontibÃ³n,SIN LEGALIZAR,Camavieja,90192.0,3288
3.0,Candelaria,LEGALIZADO,La_Concordia,170007.0,3289
12.0,Barrios Unidos,LEGALIZADO,12 de Octubre,120007.0,3300
10.0,EngativÃ¡,LEGALIZADO,Veracruz,100241.0,3304
5.0,Usme,LEGALIZADO,Bosque El Limonar,50019.0,2670
5.0,Usme,LEGALIZADO,Bosque El Limonar II Sector,50020.0,2671
2.0,Chapinero,LEGALIZADO,El_ParaÃ­so,20029.0,2672
2.0,Chapinero,SIN LEGALIZAR,S.C. El ParaÃ­so,20068.0,2673
2.0,Chapinero,SIN LEGALIZAR,S.C. Antiguo Country,20057.0,2674
5.0,Usme,SIN LEGALIZAR,S.C. La Esperanza Sur,50199.0,2678
11.0,,LEGALIZADO,San JosÃ© V Sector,110581.0,2680
11.0,,SIN LEGALIZAR,Urb. Valles de Ibiza,110776.0,2682
11.0,,SIN LEGALIZAR,Urb. La Pradera de Suba,110726.0,2683
5.0,Usme,LEGALIZADO,Tenerife II Sector,50265.0,2684
10.0,EngativÃ¡,SIN LEGALIZAR,Dorado_Norte,100275.0,2688
10.0,EngativÃ¡,SIN LEGALIZAR,Aguas Claras,100281.0,2691
9.0,FontibÃ³n,SIN LEGALIZAR,La Isla,90186.0,2692
10.0,EngativÃ¡,SIN LEGALIZAR,La Reliquia,100282.0,2693
9.0,FontibÃ³n,LEGALIZADO,Puerta de Teja - El TriÃ¡ngulo,90041.0,2695
4.0,San CristÃ³bal,LEGALIZADO,La Joyita Bello Horizonte,40078.0,2696
4.0,San CristÃ³bal,LEGALIZADO,Bello Horizonte III Sector,40018.0,2697
4.0,San CristÃ³bal,LEGALIZADO,Villa de los Alpes II Sector,40254.0,2698
4.0,San CristÃ³bal,LEGALIZADO,San Isidro_Sur,40179.0,2699
4.0,San CristÃ³bal,SIN LEGALIZAR,Villa Anita Sur Oriental,40250.0,2700
4.0,San CristÃ³bal,SIN LEGALIZAR,Urb. Prados de Altamira,40234.0,2701
4.0,San CristÃ³bal,LEGALIZADO,Panorama (Antes Altamira),40129.0,2703
4.0,San CristÃ³bal,LEGALIZADO,QuindÃ­o II Sector,40133.0,2704
4.0,San CristÃ³bal,SIN LEGALIZAR,Urb. La Fortaleza,40222.0,2705
4.0,San CristÃ³bal,LEGALIZADO,QuindÃ­o,40132.0,2706
2.0,Chapinero,LEGALIZADO,Bosque CalderÃ³n Tejada 2,20007.0,2707
2.0,Chapinero,SIN LEGALIZAR,S.C. Chapinero Central,20061.0,2710
2.0,Chapinero,LEGALIZADO,Villa_Anita,20112.0,2713
2.0,Chapinero,SIN LEGALIZAR,Siberia - Nacedero II,20105.0,2717
2.0,Chapinero,SIN LEGALIZAR,Urb. Av. Circunvalar,20107.0,2721
5.0,Usme,SIN LEGALIZAR,S.C. Usminia,50229.0,2726
5.0,Usme,LEGALIZADO,Usminia,50271.0,2731
11.0,,SIN LEGALIZAR,Bosques del Portal,110052.0,2732
10.0,EngativÃ¡,SIN LEGALIZAR,Engativa - Urb. Muisca II,100071.0,2733
10.0,EngativÃ¡,LEGALIZADO,El Palmar I y II,100060.0,2735
11.0,,LEGALIZADO,Villa Catalina III Sector,110791.0,2741
10.0,EngativÃ¡,LEGALIZADO,San JosÃ© Obrero,100224.0,2743
10.0,EngativÃ¡,SIN LEGALIZAR,Engativa - La Verbena Villa Viviana,100072.0,2745
0.0,,LEGALIZADO,Patio Bonito,80331.0,2746
11.0,,LEGALIZADO,Nueva Zelanda,110405.0,2747
5.0,Usme,SIN LEGALIZAR,S.C. Los_Arrayanes,50214.0,2751
5.0,Usme,SIN LEGALIZAR,Urb. Saron,50269.0,2753
5.0,Usme,SIN LEGALIZAR,S.C. La OrquÃ­dea,50203.0,2755
5.0,Usme,LEGALIZADO,Comuneros,50043.0,2756
2.0,Chapinero,SIN LEGALIZAR,Zamudio,20116.0,2765
2.0,Chapinero,LEGALIZADO,La Portada_,20043.0,2768
5.0,Usme,SIN LEGALIZAR,El Pedregal La Requilina,50066.0,2775
10.0,EngativÃ¡,SIN LEGALIZAR,Los Girasoles,100146.0,2782
10.0,EngativÃ¡,SIN LEGALIZAR,Florencia II Sector,100077.0,2784
18.0,Rafael Uribe,SIN LEGALIZAR,Inles - Comfamiliares Aseguradores II,180055.0,2786
